,City,Date,PM2.5,PM10,NO2,CO,SO2,O3,AQI,Category
20275,Mumbai,2016-08-15,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20276,Mumbai,2016-08-16,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20277,Mumbai,2016-08-17,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20278,Mumbai,2016-08-18,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20279,Mumbai,2016-08-19,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20280,Mumbai,2016-08-20,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20281,Mumbai,2016-08-21,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20282,Mumbai,2016-08-22,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20283,Mumbai,2016-08-23,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20284,Mumbai,2016-08-24,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20285,Mumbai,2016-08-25,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20286,Mumbai,2016-08-26,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20287,Mumbai,2016-08-27,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20288,Mumbai,2016-08-28,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20289,Mumbai,2016-08-29,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20290,Mumbai,2016-08-30,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20291,Mumbai,2016-08-31,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20292,Mumbai,2016-09-01,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20293,Mumbai,2016-09-02,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20294,Mumbai,2016-09-03,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20295,Mumbai,2016-09-04,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20296,Mumbai,2016-09-05,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20297,Mumbai,2016-09-06,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20298,Mumbai,2016-09-07,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20299,Mumbai,2016-09-08,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20300,Mumbai,2016-09-09,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20301,Mumbai,2016-09-10,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20302,Mumbai,2016-09-11,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20303,Mumbai,2016-09-12,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20304,Mumbai,2016-09-13,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20305,Mumbai,2016-09-14,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20306,Mumbai,2016-09-15,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20307,Mumbai,2016-09-16,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20308,Mumbai,2016-09-17,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20309,Mumbai,2016-09-18,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20310,Mumbai,2016-09-19,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20311,Mumbai,2016-09-20,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20312,Mumbai,2016-09-21,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20313,Mumbai,2016-09-22,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20314,Mumbai,2016-09-23,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20315,Mumbai,2016-09-24,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20316,Mumbai,2016-09-25,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20317,Mumbai,2016-09-26,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20318,Mumbai,2016-09-27,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20319,Mumbai,2016-09-28,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20320,Mumbai,2016-09-29,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20321,Mumbai,2016-09-30,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20322,Mumbai,2016-10-01,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20323,Mumbai,2016-10-02,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20324,Mumbai,2016-10-03,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20325,Mumbai,2016-10-04,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20326,Mumbai,2016-10-05,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20327,Mumbai,2016-10-06,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20328,Mumbai,2016-10-07,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20329,Mumbai,2016-10-08,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20330,Mumbai,2016-10-09,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20331,Mumbai,2016-10-10,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20332,Mumbai,2016-10-11,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20333,Mumbai,2016-10-12,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20334,Mumbai,2016-10-13,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20335,Mumbai,2016-10-14,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20336,Mumbai,2016-10-15,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20337,Mumbai,2016-10-16,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20338,Mumbai,2016-10-17,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20339,Mumbai,2016-10-18,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20340,Mumbai,2016-10-19,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20341,Mumbai,2016-10-20,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20342,Mumbai,2016-10-21,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20343,Mumbai,2016-10-22,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20344,Mumbai,2016-10-23,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20345,Mumbai,2016-10-24,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20346,Mumbai,2016-10-25,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20347,Mumbai,2016-10-26,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20348,Mumbai,2016-10-27,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20349,Mumbai,2016-10-28,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20350,Mumbai,2016-10-29,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20351,Mumbai,2016-10-30,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20352,Mumbai,2016-10-31,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20353,Mumbai,2016-11-01,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20354,Mumbai,2016-11-02,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20355,Mumbai,2016-11-03,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20356,Mumbai,2016-11-04,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20357,Mumbai,2016-11-05,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20358,Mumbai,2016-11-06,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20359,Mumbai,2016-11-07,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20360,Mumbai,2016-11-08,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20361,Mumbai,2016-11-09,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20362,Mumbai,2016-11-10,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20363,Mumbai,2016-11-11,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20364,Mumbai,2016-11-12,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20365,Mumbai,2016-11-13,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20366,Mumbai,2016-11-14,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20367,Mumbai,2016-11-15,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20368,Mumbai,2016-11-16,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20369,Mumbai,2016-11-17,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20370,Mumbai,2016-11-18,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20371,Mumbai,2016-11-19,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20372,Mumbai,2016-11-20,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20373,Mumbai,2016-11-21,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20374,Mumbai,2016-11-22,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20375,Mumbai,2016-11-23,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20376,Mumbai,2016-11-24,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20377,Mumbai,2016-11-25,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20378,Mumbai,2016-11-26,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20379,Mumbai,2016-11-27,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20380,Mumbai,2016-11-28,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20381,Mumbai,2016-11-29,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20382,Mumbai,2016-11-30,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20383,Mumbai,2016-12-01,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20384,Mumbai,2016-12-02,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20385,Mumbai,2016-12-03,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20386,Mumbai,2016-12-04,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20387,Mumbai,2016-12-05,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20388,Mumbai,2016-12-06,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20389,Mumbai,2016-12-07,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20390,Mumbai,2016-12-08,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20391,Mumbai,2016-12-09,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20392,Mumbai,2016-12-10,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20393,Mumbai,2016-12-11,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20394,Mumbai,2016-12-12,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20395,Mumbai,2016-12-13,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20396,Mumbai,2016-12-14,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20397,Mumbai,2016-12-15,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20398,Mumbai,2016-12-16,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20399,Mumbai,2016-12-17,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20400,Mumbai,2016-12-18,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20401,Mumbai,2016-12-19,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20402,Mumbai,2016-12-20,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20403,Mumbai,2016-12-21,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20404,Mumbai,2016-12-22,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20405,Mumbai,2016-12-23,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20406,Mumbai,2016-12-24,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20407,Mumbai,2016-12-25,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20408,Mumbai,2016-12-26,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20409,Mumbai,2016-12-27,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20410,Mumbai,2016-12-28,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20411,Mumbai,2016-12-29,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20412,Mumbai,2016-12-30,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20413,Mumbai,2016-12-31,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20414,Mumbai,2017-01-01,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20415,Mumbai,2017-01-02,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20416,Mumbai,2017-01-03,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20417,Mumbai,2017-01-04,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20418,Mumbai,2017-01-05,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20419,Mumbai,2017-01-06,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20420,Mumbai,2017-01-07,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20421,Mumbai,2017-01-08,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20422,Mumbai,2017-01-09,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20423,Mumbai,2017-01-10,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20424,Mumbai,2017-01-11,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20425,Mumbai,2017-01-12,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20426,Mumbai,2017-01-13,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20427,Mumbai,2017-01-14,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20428,Mumbai,2017-01-15,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20429,Mumbai,2017-01-16,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20430,Mumbai,2017-01-17,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20431,Mumbai,2017-01-18,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20432,Mumbai,2017-01-19,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20433,Mumbai,2017-01-20,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20434,Mumbai,2017-01-21,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20435,Mumbai,2017-01-22,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20436,Mumbai,2017-01-23,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20437,Mumbai,2017-01-24,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20438,Mumbai,2017-01-25,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20439,Mumbai,2017-01-26,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20440,Mumbai,2017-01-27,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20441,Mumbai,2017-01-28,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20442,Mumbai,2017-01-29,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20443,Mumbai,2017-01-30,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20444,Mumbai,2017-01-31,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20445,Mumbai,2017-02-01,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20446,Mumbai,2017-02-02,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20447,Mumbai,2017-02-03,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20448,Mumbai,2017-02-04,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20449,Mumbai,2017-02-05,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20450,Mumbai,2017-02-06,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20451,Mumbai,2017-02-07,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20452,Mumbai,2017-02-08,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20453,Mumbai,2017-02-09,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20454,Mumbai,2017-02-10,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20455,Mumbai,2017-02-11,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20456,Mumbai,2017-02-12,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20457,Mumbai,2017-02-13,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20458,Mumbai,2017-02-14,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20459,Mumbai,2017-02-15,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20460,Mumbai,2017-02-16,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20461,Mumbai,2017-02-17,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20462,Mumbai,2017-02-18,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20463,Mumbai,2017-02-19,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20464,Mumbai,2017-02-20,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20465,Mumbai,2017-02-21,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20466,Mumbai,2017-02-22,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20467,Mumbai,2017-02-23,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20468,Mumbai,2017-02-24,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20469,Mumbai,2017-02-25,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20470,Mumbai,2017-02-26,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20471,Mumbai,2017-02-27,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20472,Mumbai,2017-02-28,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20473,Mumbai,2017-03-01,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20474,Mumbai,2017-03-02,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20475,Mumbai,2017-03-03,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20476,Mumbai,2017-03-04,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20477,Mumbai,2017-03-05,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20478,Mumbai,2017-03-06,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20479,Mumbai,2017-03-07,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20480,Mumbai,2017-03-08,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20481,Mumbai,2017-03-09,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20482,Mumbai,2017-03-10,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20483,Mumbai,2017-03-11,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20484,Mumbai,2017-03-12,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20485,Mumbai,2017-03-13,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20486,Mumbai,2017-03-14,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20487,Mumbai,2017-03-15,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20488,Mumbai,2017-03-16,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20489,Mumbai,2017-03-17,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20490,Mumbai,2017-03-18,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20491,Mumbai,2017-03-19,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20492,Mumbai,2017-03-20,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20493,Mumbai,2017-03-21,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20494,Mumbai,2017-03-22,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20495,Mumbai,2017-03-23,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20496,Mumbai,2017-03-24,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20497,Mumbai,2017-03-25,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20498,Mumbai,2017-03-26,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20499,Mumbai,2017-03-27,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20500,Mumbai,2017-03-28,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20501,Mumbai,2017-03-29,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20502,Mumbai,2017-03-30,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20503,Mumbai,2017-03-31,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20504,Mumbai,2017-04-01,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20505,Mumbai,2017-04-02,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20506,Mumbai,2017-04-03,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20507,Mumbai,2017-04-04,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20508,Mumbai,2017-04-05,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20509,Mumbai,2017-04-06,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20510,Mumbai,2017-04-07,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20511,Mumbai,2017-04-08,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20512,Mumbai,2017-04-09,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20513,Mumbai,2017-04-10,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20514,Mumbai,2017-04-11,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20515,Mumbai,2017-04-12,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20516,Mumbai,2017-04-13,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20517,Mumbai,2017-04-14,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20518,Mumbai,2017-04-15,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20519,Mumbai,2017-04-16,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20520,Mumbai,2017-04-17,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20521,Mumbai,2017-04-18,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20522,Mumbai,2017-04-19,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20523,Mumbai,2017-04-20,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20524,Mumbai,2017-04-21,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20525,Mumbai,2017-04-22,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20526,Mumbai,2017-04-23,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
20527,Mumbai,2017-04-24,23.744999999999997,77.88,21.46,0.0,12.67,29.62,78.0,Satisfactory
